ReadID	Length
m84085_250303_235918_s4/231281222/ccs	7987
m84085_250303_235918_s4/259853643/ccs	5309
m84085_250303_235918_s4/226891239/ccs	8717
m84085_250303_235918_s4/225646277/ccs	10388
m84085_250303_235918_s4/256707746/ccs	7689
m84085_250303_235918_s4/248778971/ccs	5767
m84085_250303_235918_s4/242094637/ccs	9653
m84085_250303_235918_s4/261297783/ccs	5194
m84085_250303_235918_s4/231345386/ccs	9162
m84085_250303_235918_s4/245241128/ccs	4926
m84085_250303_235918_s4/245436067/ccs	12211
m84085_250303_235918_s4/221056072/ccs	8323
m84085_250303_235918_s4/262083678/ccs	3692
m84085_250303_235918_s4/248713304/ccs	13280
m84085_250303_235918_s4/230823140/ccs	10605
m84085_250303_235918_s4/244651571/ccs	16704
m84085_250303_235918_s4/210309275/ccs	19515
m84085_250303_235918_s4/260642425/ccs	18570
m84085_250303_235918_s4/264639216/ccs	9219
m84085_250303_235918_s4/267390751/ccs	9082
m84085_250303_235918_s4/211815927/ccs	7184
m84085_250303_235918_s4/253103642/ccs	9894
m84085_250303_235918_s4/246419480/ccs	8060
m84085_250303_235918_s4/230624661/ccs	12362
m84085_250303_235918_s4/228398534/ccs	6482
m84085_250303_235918_s4/221779781/ccs	3486
m84085_250303_235918_s4/239668784/ccs	7558
m84085_250303_235918_s4/227086368/ccs	11488
m84085_250303_235918_s4/262215256/ccs	13276
m84085_250303_235918_s4/216534656/ccs	3053
m84085_250303_235918_s4/222958281/ccs	8843
m84085_250303_235918_s4/256446961/ccs	4869
m84085_250303_235918_s4/231609557/ccs	12554
m84085_250303_235918_s4/244388863/ccs	10523
m84085_250303_235918_s4/238424334/ccs	18562
m84085_250303_235918_s4/254415953/ccs	3535
m84085_250303_235918_s4/245370110/ccs	5173
m84085_250303_235918_s4/262147923/ccs	9336
m84085_250303_235918_s4/210439483/ccs	13135
m84085_250303_235918_s4/266408192/ccs	13156
m84085_250303_235918_s4/254021262/ccs	17583
m84085_250303_235918_s4/238095974/ccs	16644
m84085_250303_235918_s4/261164573/ccs	9773
m84085_250303_235918_s4/238489749/ccs	10602
m84085_250303_235918_s4/227740975/ccs	5676
m84085_250303_235918_s4/265687629/ccs	8217
m84085_250303_235918_s4/218109719/ccs	15251
m84085_250303_235918_s4/260444807/ccs	6443
m84085_250303_235918_s4/222563381/ccs	8387
m84085_250303_235918_s4/217518789/ccs	9233
m84085_250303_235918_s4/259330046/ccs	10009
m84085_250303_235918_s4/246615532/ccs	17677
m84085_250303_235918_s4/210899522/ccs	11673
m84085_250303_235918_s4/254547355/ccs	14500
m84085_250303_235918_s4/225578428/ccs	3094
m84085_250303_235918_s4/259461129/ccs	11289
m84085_250303_235918_s4/267063491/ccs	5564
m84085_250303_235918_s4/259525915/ccs	9638
m84085_250303_235918_s4/212143252/ccs	4281
m84085_250303_235918_s4/239276533/ccs	4524
m84085_250303_235918_s4/258149999/ccs	6424
m84085_250303_235918_s4/265557258/ccs	19000
m84085_250303_235918_s4/235539537/ccs	3881
m84085_250303_235918_s4/189928508/ccs	6304
m84085_250303_235918_s4/223418018/ccs	9105
m84085_250303_235918_s4/228462373/ccs	6671
m84085_250303_235918_s4/256380331/ccs	9413
m84085_250303_235918_s4/256314935/ccs	6031
m84085_250303_235918_s4/217584881/ccs	9276
m84085_250303_235918_s4/241568828/ccs	16422
m84085_250303_235918_s4/264506792/ccs	7015
m84085_250303_235918_s4/240389887/ccs	15663
m84085_250303_235918_s4/260118020/ccs	7606
m84085_250303_235918_s4/266407582/ccs	8735
m84085_250303_235918_s4/219484252/ccs	7738
m84085_250303_235918_s4/261230677/ccs	6400
m84085_250303_235918_s4/257103755/ccs	4873
m84085_250303_235918_s4/257363405/ccs	9926
m84085_250303_235918_s4/254087672/ccs	13401
m84085_250303_235918_s4/237375196/ccs	3112
m84085_250303_235918_s4/237442424/ccs	14470
m84085_250303_235918_s4/219812405/ccs	7257
m84085_250303_235918_s4/242815938/ccs	17906
m84085_250303_235918_s4/189992582/ccs	5795
m84085_250303_235918_s4/240520380/ccs	10799
m84085_250303_235918_s4/263852698/ccs	16971
m84085_250303_235918_s4/220468197/ccs	12032
m84085_250303_235918_s4/239735030/ccs	8156
m84085_250303_235918_s4/217388006/ccs	6992
m84085_250303_235918_s4/228267474/ccs	10544
m84085_250303_235918_s4/221580738/ccs	6264
m84085_250303_235918_s4/242225676/ccs	7182
m84085_250303_235918_s4/221975108/ccs	15391
m84085_250303_235918_s4/209917006/ccs	7156
m84085_250303_235918_s4/225579134/ccs	6975
m84085_250303_235918_s4/247861862/ccs	4395
m84085_250303_235918_s4/261100643/ccs	4046
m84085_250303_235918_s4/220466743/ccs	9970
m84085_250303_235918_s4/238621004/ccs	9241
m84085_250303_235918_s4/227019856/ccs	23616
m84085_250303_235918_s4/211554605/ccs	5985
m84085_250303_235918_s4/252319411/ccs	3326
m84085_250303_235918_s4/220141353/ccs	4552
m84085_250303_235918_s4/256710047/ccs	6202
m84085_250303_235918_s4/235736773/ccs	5056
m84085_250303_235918_s4/239211609/ccs	6816
m84085_250303_235918_s4/264965204/ccs	10690
m84085_250303_235918_s4/232788936/ccs	5780
m84085_250303_235918_s4/227544718/ccs	7548
m84085_250303_235918_s4/239144932/ccs	9190
m84085_250303_235918_s4/232985900/ccs	5039
m84085_250303_235918_s4/265557229/ccs	10660
m84085_250303_235918_s4/237702944/ccs	4310
m84085_250303_235918_s4/218238430/ccs	11173
m84085_250303_235918_s4/238950061/ccs	3781
m84085_250303_235918_s4/240194714/ccs	15808
m84085_250303_235918_s4/266408220/ccs	13761
m84085_250303_235918_s4/245306004/ccs	11472
m84085_250303_235918_s4/232000579/ccs	8806
m84085_250303_235918_s4/261099758/ccs	10762
m84085_250303_235918_s4/255987853/ccs	6052
m84085_250303_235918_s4/262805307/ccs	15256
m84085_250303_235918_s4/242160545/ccs	5263
m84085_250303_235918_s4/245110390/ccs	9863
m84085_250303_235918_s4/266407105/ccs	7912
m84085_250303_235918_s4/217322660/ccs	6286
m84085_250303_235918_s4/262608095/ccs	14757
m84085_250303_235918_s4/228201456/ccs	8368
m84085_250303_235918_s4/241700521/ccs	3335
m84085_250303_235918_s4/212013414/ccs	16929
m84085_250303_235918_s4/259854523/ccs	10048
m84085_250303_235918_s4/245175644/ccs	8765
m84085_250303_235918_s4/246156583/ccs	7003
m84085_250303_235918_s4/243666939/ccs	20909
m84085_250303_235918_s4/267129271/ccs	5681
m84085_250303_235918_s4/248320761/ccs	5098
m84085_250303_235918_s4/241178134/ccs	3575
m84085_250303_235918_s4/232787453/ccs	3806
m84085_250303_235918_s4/250940778/ccs	6081
m84085_250303_235918_s4/217518963/ccs	8395
m84085_250303_235918_s4/230952574/ccs	7056
m84085_250303_235918_s4/225908103/ccs	10367
m84085_250303_235918_s4/217256212/ccs	17317
m84085_250303_235918_s4/257626786/ccs	4865
m84085_250303_235918_s4/243731886/ccs	6988
m84085_250303_235918_s4/245043634/ccs	15221
m84085_250303_235918_s4/210244665/ccs	17851
m84085_250303_235918_s4/240916321/ccs	4795
m84085_250303_235918_s4/254152018/ccs	17012
m84085_250303_235918_s4/212471374/ccs	20760
m84085_250303_235918_s4/249696983/ccs	17682
m84085_250303_235918_s4/232591869/ccs	6448
m84085_250303_235918_s4/237375946/ccs	9937
m84085_250303_235918_s4/227415165/ccs	14610
m84085_250303_235918_s4/252318513/ccs	8548
m84085_250303_235918_s4/261624711/ccs	20732
m84085_250303_235918_s4/233378587/ccs	7246
m84085_250303_235918_s4/243995462/ccs	7346
m84085_250303_235918_s4/256839773/ccs	14299
m84085_250303_235918_s4/255922349/ccs	8531
m84085_250303_235918_s4/223219541/ccs	6466
m84085_250303_235918_s4/226365876/ccs	9431
m84085_250303_235918_s4/247993639/ccs	12391
m84085_250303_235918_s4/236393461/ccs	12940
m84085_250303_235918_s4/251597522/ccs	4918
m84085_250303_235918_s4/250024557/ccs	7852
m84085_250303_235918_s4/234163912/ccs	3388
m84085_250303_235918_s4/219745504/ccs	12691
m84085_250303_235918_s4/244324053/ccs	20057
m84085_250303_235918_s4/253957545/ccs	4125
m84085_250303_235918_s4/219615542/ccs	8834
m84085_250303_235918_s4/251008047/ccs	7528
m84085_250303_235918_s4/267129095/ccs	10676
m84085_250303_235918_s4/238359464/ccs	8516
m84085_250303_235918_s4/259919906/ccs	6378
m84085_250303_235918_s4/249959070/ccs	8525
m84085_250303_235918_s4/247533128/ccs	3395
m84085_250303_235918_s4/242882475/ccs	13479
m84085_250303_235918_s4/226235221/ccs	11104
m84085_250303_235918_s4/254481033/ccs	5394
m84085_250303_235918_s4/251598687/ccs	10578
m84085_250303_235918_s4/228920908/ccs	19965
m84085_250303_235918_s4/237573776/ccs	7570
m84085_250303_235918_s4/217388243/ccs	6091
m84085_250303_235918_s4/249630007/ccs	8967
m84085_250303_235918_s4/253169530/ccs	7039
m84085_250303_235918_s4/216666295/ccs	12625
m84085_250303_235918_s4/235867179/ccs	6882
m84085_250303_235918_s4/189665158/ccs	9335
m84085_250303_235918_s4/239341894/ccs	9051
m84085_250303_235918_s4/211621740/ccs	8072
m84085_250303_235918_s4/247469164/ccs	4598
m84085_250303_235918_s4/210440163/ccs	8142
m84085_250303_235918_s4/252450656/ccs	10275
m84085_250303_235918_s4/264311435/ccs	9320
m84085_250303_235918_s4/259004012/ccs	16782
m84085_250303_235918_s4/216992802/ccs	5652
m84085_250303_235918_s4/216600171/ccs	14523
m84085_250303_235918_s4/221842720/ccs	14108
m84085_250303_235918_s4/244126878/ccs	13536
m84085_250303_235918_s4/249042210/ccs	11851
m84085_250303_235918_s4/246746697/ccs	12879
m84085_250303_235918_s4/256840363/ccs	19977
m84085_250303_235918_s4/210375883/ccs	4893
m84085_250303_235918_s4/266408521/ccs	10960
m84085_250303_235918_s4/257822097/ccs	8394
m84085_250303_235918_s4/229119056/ccs	9637
m84085_250303_235918_s4/254479479/ccs	7468
m84085_250303_235918_s4/265162841/ccs	9535
m84085_250303_235918_s4/246158811/ccs	4173
m84085_250303_235918_s4/231347811/ccs	8774
m84085_250303_235918_s4/242749958/ccs	6432
m84085_250303_235918_s4/258216352/ccs	7145
m84085_250303_235918_s4/245173839/ccs	7976
m84085_250303_235918_s4/242816695/ccs	13373
m84085_250303_235918_s4/239933077/ccs	9800
m84085_250303_235918_s4/220860001/ccs	5418
m84085_250303_235918_s4/260773502/ccs	8357
m84085_250303_235918_s4/210047990/ccs	5802
m84085_250303_235918_s4/226890167/ccs	13050
m84085_250303_235918_s4/226759086/ccs	12235
m84085_250303_235918_s4/219615749/ccs	10870
m84085_250303_235918_s4/238098074/ccs	12377
m84085_250303_235918_s4/263589664/ccs	8851
m84085_250303_235918_s4/232395581/ccs	17622
m84085_250303_235918_s4/266145468/ccs	14524
m84085_250303_235918_s4/210768292/ccs	15008
m84085_250303_235918_s4/236327751/ccs	6812
m84085_250303_235918_s4/218107722/ccs	3511
m84085_250303_235918_s4/249434578/ccs	8088
m84085_250303_235918_s4/244716977/ccs	3508
m84085_250303_235918_s4/244586100/ccs	14716
m84085_250303_235918_s4/211031568/ccs	13400
m84085_250303_235918_s4/239603959/ccs	10072
m84085_250303_235918_s4/264835563/ccs	4564
m84085_250303_235918_s4/210308812/ccs	10414
m84085_250303_235918_s4/238818049/ccs	16072
m84085_250303_235918_s4/256578149/ccs	4877
m84085_250303_235918_s4/216338122/ccs	14426
m84085_250303_235918_s4/222433957/ccs	9897
m84085_250303_235918_s4/236261945/ccs	9973
m84085_250303_235918_s4/228527251/ccs	6464
m84085_250303_235918_s4/250940794/ccs	8024
m84085_250303_235918_s4/218174475/ccs	8292
m84085_250303_235918_s4/244256726/ccs	16804
m84085_250303_235918_s4/249434812/ccs	11318
m84085_250303_235918_s4/237899232/ccs	12521
m84085_250303_235918_s4/215814672/ccs	11076
m84085_250303_235918_s4/250548748/ccs	12299
m84085_250303_235918_s4/241833011/ccs	7969
m84085_250303_235918_s4/230430110/ccs	7312
m84085_250303_235918_s4/234034324/ccs	3840
m84085_250303_235918_s4/258676175/ccs	14279
m84085_250303_235918_s4/234558966/ccs	5871
m84085_250303_235918_s4/265687673/ccs	5407
m84085_250303_235918_s4/221844642/ccs	14163
m84085_250303_235918_s4/244913173/ccs	7363
m84085_250303_235918_s4/241112152/ccs	8046
m84085_250303_235918_s4/222040753/ccs	3899
m84085_250303_235918_s4/259067514/ccs	5387
m84085_250303_235918_s4/237309775/ccs	18800
m84085_250303_235918_s4/216468919/ccs	12929
m84085_250303_235918_s4/257234606/ccs	16687
m84085_250303_235918_s4/254350826/ccs	8269
m84085_250303_235918_s4/231477397/ccs	14514
m84085_250303_235918_s4/218893686/ccs	10432
m84085_250303_235918_s4/259724009/ccs	14802
m84085_250303_235918_s4/240391754/ccs	9971
m84085_250303_235918_s4/227937626/ccs	13734
m84085_250303_235918_s4/252057198/ccs	6259
m84085_250303_235918_s4/247795689/ccs	10979
m84085_250303_235918_s4/253235669/ccs	22437
m84085_250303_235918_s4/260249451/ccs	14374
m84085_250303_235918_s4/238948438/ccs	14910
m84085_250303_235918_s4/255988845/ccs	7758
m84085_250303_235918_s4/251662932/ccs	4240
m84085_250303_235918_s4/266015644/ccs	5853
m84085_250303_235918_s4/241110714/ccs	13329
m84085_250303_235918_s4/233510678/ccs	16780
m84085_250303_235918_s4/267259197/ccs	12049
m84085_250303_235918_s4/244716833/ccs	9204
m84085_250303_235918_s4/211357933/ccs	4676
m84085_250303_235918_s4/249763552/ccs	7441
m84085_250303_235918_s4/259787817/ccs	11352
m84085_250303_235918_s4/228987283/ccs	10073
m84085_250303_235918_s4/211226771/ccs	6478
m84085_250303_235918_s4/231608021/ccs	6457
m84085_250303_235918_s4/255333987/ccs	4630
m84085_250303_235918_s4/227937319/ccs	13898
m84085_250303_235918_s4/217650250/ccs	5792
m84085_250303_235918_s4/263459795/ccs	6844
m84085_250303_235918_s4/219287211/ccs	14051
m84085_250303_235918_s4/217847481/ccs	12828
m84085_250303_235918_s4/264181074/ccs	8905
m84085_250303_235918_s4/255792378/ccs	6404
m84085_250303_235918_s4/232198882/ccs	9127
m84085_250303_235918_s4/211882789/ccs	11975
m84085_250303_235918_s4/239277541/ccs	9306
m84085_250303_235918_s4/264639154/ccs	10497
m84085_250303_235918_s4/256053154/ccs	6424
m84085_250303_235918_s4/266539065/ccs	11829
m84085_250303_235918_s4/263394237/ccs	10599
m84085_250303_235918_s4/259592338/ccs	10446
m84085_250303_235918_s4/220468697/ccs	4337
m84085_250303_235918_s4/189797887/ccs	13686
m84085_250303_235918_s4/221188040/ccs	10109
m84085_250303_235918_s4/221123493/ccs	9730
m84085_250303_235918_s4/249435713/ccs	4332
m84085_250303_235918_s4/220337465/ccs	4074
m84085_250303_235918_s4/234820041/ccs	5145
m84085_250303_235918_s4/262345830/ccs	8707
m84085_250303_235918_s4/230298949/ccs	8430
m84085_250303_235918_s4/250745024/ccs	10237
m84085_250303_235918_s4/220400840/ccs	8663
m84085_250303_235918_s4/228724239/ccs	4496
m84085_250303_235918_s4/248255515/ccs	16492
m84085_250303_235918_s4/252514176/ccs	5342
m84085_250303_235918_s4/265097210/ccs	11822
m84085_250303_235918_s4/243995389/ccs	13340
m84085_250303_235918_s4/243602354/ccs	20323
m84085_250303_235918_s4/234821402/ccs	9373
m84085_250303_235918_s4/246157281/ccs	11064
m84085_250303_235918_s4/242814271/ccs	7837
m84085_250303_235918_s4/250680424/ccs	13042
m84085_250303_235918_s4/190123096/ccs	4718
m84085_250303_235918_s4/260576501/ccs	15797
m84085_250303_235918_s4/254416440/ccs	10282
m84085_250303_235918_s4/237964334/ccs	14038
m84085_250303_235918_s4/258477457/ccs	7130
m84085_250303_235918_s4/241177668/ccs	6035
m84085_250303_235918_s4/257823702/ccs	13073
m84085_250303_235918_s4/226038005/ccs	11788
m84085_250303_235918_s4/257691609/ccs	10127
m84085_250303_235918_s4/265622531/ccs	8138
m84085_250303_235918_s4/236065389/ccs	16098
m84085_250303_235918_s4/256053836/ccs	19413
m84085_250303_235918_s4/267521336/ccs	15664
m84085_250303_235918_s4/263721654/ccs	8673
m84085_250303_235918_s4/212472614/ccs	7547
m84085_250303_235918_s4/248190846/ccs	10889
m84085_250303_235918_s4/242947791/ccs	8166
m84085_250303_235918_s4/227087121/ccs	3988
m84085_250303_235918_s4/252578925/ccs	6707
m84085_250303_235918_s4/259001866/ccs	9684
m84085_250303_235918_s4/246420719/ccs	6547
m84085_250303_235918_s4/265031252/ccs	13716
m84085_250303_235918_s4/248122458/ccs	9179
m84085_250303_235918_s4/221058222/ccs	5722
